episode,win,reward,steps,trial_count,epsilon,w_norm
4471,0,6.4000,5,67,0.05000,5.6205
4472,0,8.3000,15,66,0.05000,5.6821
4473,0,7.6000,11,67,0.05000,5.7078
4474,0,3.1000,2,40,0.05000,5.6909
4475,0,6.8000,7,67,0.05000,5.7098
4476,0,6.9000,11,60,0.05000,5.7351
4477,0,5.2000,3,59,0.05000,5.7389
4478,0,7.4000,9,69,0.05000,5.7803
4479,0,7.8000,13,65,0.05000,5.8365
4480,0,-1.0000,1,1,0.05000,5.7856
4481,0,-0.7000,2,2,0.05000,5.7039
4482,0,6.4000,16,45,0.05000,5.7423
4483,0,-1.0000,1,1,0.05000,5.6984
4484,0,0.1000,3,8,0.05000,5.6204
4485,0,7.0000,8,67,0.05000,5.6612
4486,0,-1.0000,1,1,0.05000,5.6223
4487,0,1.0000,5,13,0.05000,5.5507
4488,0,5.9000,4,64,0.05000,5.5663
4489,0,2.4000,4,29,0.05000,5.5390
4490,0,8.4000,16,65,0.05000,5.6114
4491,0,7.3000,14,58,0.05000,5.6588
4492,0,6.1000,8,58,0.05000,5.6787
4493,0,7.3000,9,68,0.05000,5.7214
4494,0,-1.0000,1,1,0.05000,5.6780
4495,0,7.3000,9,68,0.05000,5.6959
4496,0,-1.0000,1,1,0.05000,5.6532
4497,0,5.3000,4,58,0.05000,5.6683
4498,0,0.8000,2,17,0.05000,5.6241
4499,0,4.8000,4,53,0.05000,5.6304
4500,0,7.8000,11,69,0.05000,5.6531
4501,0,7.2000,8,69,0.05000,5.7034
4502,0,0.0000,2,9,0.05000,5.6422
4503,0,6.6000,8,63,0.05000,5.6591
4504,0,6.9000,8,66,0.05000,5.6969
4505,0,5.9000,5,62,0.05000,5.7209
4506,0,3.9000,6,40,0.05000,5.7011
4507,0,7.3000,9,68,0.05000,5.7472
4508,0,-0.7000,2,2,0.05000,5.6718
4509,0,-0.7000,2,2,0.05000,5.6088
4510,0,7.8000,11,69,0.05000,5.6286
4511,0,7.2000,10,65,0.05000,5.6736
4512,0,-1.0000,1,1,0.05000,5.6322
4513,0,5.9000,8,56,0.05000,5.6608
4514,0,6.1000,4,66,0.05000,5.6856
4515,0,6.7000,9,62,0.05000,5.7091
4516,0,3.6000,4,41,0.05000,5.6878
4517,0,5.7000,4,62,0.05000,5.7079
4518,0,-1.0000,1,1,0.05000,5.6663
4519,0,3.2000,4,37,0.05000,5.6432
4520,0,5.2000,3,59,0.05000,5.6573
4521,0,-0.2000,2,7,0.05000,5.6022
4522,0,6.1000,4,66,0.05000,5.6257
4523,0,-1.0000,1,1,0.05000,5.5908
4524,0,5.7000,5,60,0.05000,5.6067
4525,0,-1.0000,1,1,0.05000,5.5733
4526,0,-1.0000,1,1,0.05000,5.5473
4527,0,6.4000,7,63,0.05000,5.5851
4528,0,4.6000,6,47,0.05000,5.5957
4529,0,2.2000,2,31,0.05000,5.5800
4530,0,8.0000,15,63,0.05000,5.6055
4531,0,5.2000,2,61,0.05000,5.6156
4532,0,4.2000,6,43,0.05000,5.6179
4533,0,-0.7000,2,2,0.05000,5.5618
4534,0,4.9000,4,54,0.05000,5.5707
4535,0,6.0000,9,55,0.05000,5.6078
4536,0,5.2000,10,45,0.05000,5.6272
4537,0,6.8000,7,67,0.05000,5.6435
4538,0,7.1000,10,64,0.05000,5.6904
4539,0,7.4000,12,63,0.05000,5.7385
4540,0,7.3000,11,64,0.05000,5.7636
4541,0,8.6000,15,69,0.05000,5.7873
4542,0,4.3000,5,46,0.05000,5.7728
4543,0,5.4000,4,59,0.05000,5.7821
4544,0,6.6000,6,67,0.05000,5.8093
4545,0,6.2000,5,65,0.05000,5.8236
4546,0,8.1000,12,70,0.05000,5.8827
4547,0,8.0000,12,69,0.05000,5.9221
4548,0,8.4000,16,65,0.05000,5.9729
4549,0,5.5000,6,56,0.05000,5.9677
4550,0,-1.0000,1,1,0.05000,5.9126
4551,0,5.7000,2,66,0.05000,5.9193
4552,0,7.1000,10,64,0.05000,5.9594
4553,1,8.4000,3,70,0.05000,5.9825
4554,0,-1.0000,1,1,0.05000,5.9265
4555,0,-1.0000,1,1,0.05000,5.8738
4556,0,5.8000,6,59,0.05000,5.8888
4557,0,7.5000,12,64,0.05000,5.9328
4558,0,3.7000,2,46,0.05000,5.9158
4559,0,-1.0000,1,1,0.05000,5.8656
4560,0,-1.0000,1,1,0.05000,5.8184
4561,0,6.3000,5,66,0.05000,5.8425
4562,0,6.4000,6,65,0.05000,5.8577
4563,0,5.4000,5,57,0.05000,5.8687
4564,0,1.1000,2,20,0.05000,5.8253
4565,0,-0.2000,2,7,0.05000,5.7623
4566,0,6.5000,7,64,0.05000,5.7802
4567,0,2.7000,3,34,0.05000,5.7570
4568,0,2.1000,2,30,0.05000,5.7361
4569,0,-1.0000,1,1,0.05000,5.7015
4570,0,-1.0000,1,1,0.05000,5.6691
4571,0,3.7000,4,42,0.05000,5.6666
4572,1,10.4000,13,70,0.05000,5.6762
4573,0,-1.0000,1,1,0.05000,5.6405
4574,0,6.8000,9,63,0.05000,5.6726
4575,1,8.8000,5,70,0.05000,5.7097
4576,0,2.4000,7,23,0.05000,5.6569
4577,0,5.8000,5,61,0.05000,5.6797
4578,0,8.3000,13,70,0.05000,5.7160
4579,0,3.1000,4,36,0.05000,5.6916
4580,0,5.5000,10,48,0.05000,5.7019
4581,0,6.7000,8,64,0.05000,5.7310
4582,0,6.0000,7,59,0.05000,5.7615
4583,0,-1.0000,1,1,0.05000,5.7210
4584,0,0.8000,2,17,0.05000,5.6798
4585,0,3.3000,2,42,0.05000,5.6726
4586,0,-0.7000,2,2,0.05000,5.6153
4587,0,3.3000,3,40,0.05000,5.6100
4588,0,8.2000,14,67,0.05000,5.6471
4589,0,1.4000,9,9,0.05000,5.5652
4590,0,5.1000,4,56,0.05000,5.5850
4591,0,6.3000,7,62,0.05000,5.6106
4592,0,3.4000,3,41,0.05000,5.6042
4593,0,6.6000,7,65,0.05000,5.6252
4594,0,6.8000,7,67,0.05000,5.6629
4595,0,5.0000,4,55,0.05000,5.6774
4596,0,3.8000,2,47,0.05000,5.6753
4597,0,3.6000,5,39,0.05000,5.6673
4598,0,0.3000,3,10,0.05000,5.6130
4599,0,3.4000,3,41,0.05000,5.6106
4600,0,4.2000,4,47,0.05000,5.6159
4601,0,5.9000,5,62,0.05000,5.6530
4602,0,3.9000,3,46,0.05000,5.6543
4603,0,6.6000,7,65,0.05000,5.6768
4604,0,9.1000,19,66,0.05000,5.7365
4605,0,6.9000,9,64,0.05000,5.7699
4606,0,4.1000,3,48,0.05000,5.7651
4607,0,2.2000,4,27,0.05000,5.7263
4608,0,6.5000,11,56,0.05000,5.7702
4609,0,-1.0000,1,1,0.05000,5.7324
4610,0,-0.7000,2,2,0.05000,5.6724
4611,0,8.1000,13,68,0.05000,5.6957
4612,0,7.1000,7,70,0.05000,5.7273
4613,0,2.1000,2,30,0.05000,5.7064
4614,0,0.4000,4,9,0.05000,5.6306
4615,0,1.0000,2,19,0.05000,5.6020
4616,0,8.0000,14,65,0.05000,5.6579
4617,0,8.0000,12,69,0.05000,5.6975
4618,0,2.5000,5,28,0.05000,5.6606
4619,0,7.5000,12,64,0.05000,5.6831
4620,0,6.3000,6,64,0.05000,5.7006
4621,0,4.9000,3,56,0.05000,5.7100
4622,0,-1.0000,1,1,0.05000,5.6723
4623,0,-0.4000,3,3,0.05000,5.5959
4624,0,7.0000,8,67,0.05000,5.6185
4625,0,6.9000,8,66,0.05000,5.6415
4626,0,2.8000,3,35,0.05000,5.6229
4627,0,10.2000,24,67,0.05000,5.6643
4628,0,3.1000,3,38,0.05000,5.6461
4629,0,7.1000,9,66,0.05000,5.6687
4630,0,4.0000,2,49,0.05000,5.6653
4631,0,5.8000,5,61,0.05000,5.6862
4632,0,5.5000,6,56,0.05000,5.7038
4633,0,0.9000,4,14,0.05000,5.6290
4634,0,-1.0000,1,1,0.05000,5.5945
4635,0,6.7000,7,66,0.05000,5.6148
4636,0,4.9000,3,56,0.05000,5.6259
4637,0,-1.0000,1,1,0.05000,5.5915
4638,0,7.0000,13,57,0.05000,5.6198
4639,0,3.3000,4,38,0.05000,5.6077
4640,0,4.3000,5,46,0.05000,5.6105
4641,0,5.6000,3,63,0.05000,5.6255
4642,0,5.5000,4,60,0.05000,5.6394
4643,0,5.3000,6,54,0.05000,5.6632
4644,0,1.7000,2,26,0.05000,5.6410
4645,0,6.0000,8,57,0.05000,5.6597
4646,0,-1.0000,1,1,0.05000,5.6254
4647,0,-0.7000,2,2,0.05000,5.5712
4648,0,5.6000,4,61,0.05000,5.5853
4649,0,5.1000,4,56,0.05000,5.5994
4650,0,2.4000,2,33,0.05000,5.5874
4651,0,10.5000,24,70,0.05000,5.6503
4652,0,7.8000,13,65,0.05000,5.6765
4653,0,6.7000,7,66,0.05000,5.7179
4654,0,-0.7000,2,2,0.05000,5.6471
4655,0,-1.0000,1,1,0.05000,5.6100
4656,0,6.4000,6,65,0.05000,5.6318
4657,0,2.1000,3,28,0.05000,5.6017
4658,0,4.4000,2,53,0.05000,5.6057
4659,0,4.4000,6,45,0.05000,5.6133
4660,0,-0.4000,3,3,0.05000,5.5426
4661,0,5.4000,5,57,0.05000,5.5565
4662,0,6.1000,6,62,0.05000,5.5732
4663,0,8.3000,15,66,0.05000,5.5946
4664,0,-1.0000,1,1,0.05000,5.5613
4665,0,7.4000,11,65,0.05000,5.6082
4666,0,-1.0000,1,1,0.05000,5.5735
4667,0,-0.7000,2,2,0.05000,5.5188
4668,0,5.9000,7,58,0.05000,5.5525
4669,0,8.3000,13,70,0.05000,5.5743
4670,0,-1.0000,1,1,0.05000,5.5402
4671,0,2.3000,5,26,0.05000,5.5085
4672,0,6.5000,9,60,0.05000,5.5508
4673,0,7.5000,12,64,0.05000,5.6080
4674,0,2.9000,2,38,0.05000,5.5959
4675,0,7.4000,10,67,0.05000,5.6555
4676,0,7.2000,8,69,0.05000,5.7015
4677,0,6.7000,12,56,0.05000,5.7323
4678,0,0.2000,4,7,0.05000,5.6347
4679,0,3.1000,2,40,0.05000,5.6264
4680,0,5.5000,5,58,0.05000,5.6385
4681,0,0.7000,2,16,0.05000,5.5986
4682,0,7.0000,10,63,0.05000,5.6413
4683,0,5.9000,5,62,0.05000,5.6727
4684,0,7.0000,8,67,0.05000,5.7072
4685,0,8.2000,15,65,0.05000,5.7696
4686,0,7.5000,11,66,0.05000,5.8249
4687,0,5.9000,8,56,0.05000,5.8431
4688,0,-0.7000,2,2,0.05000,5.7641
4689,0,3.1000,3,38,0.05000,5.7395
4690,0,-1.0000,1,1,0.05000,5.6985
4691,0,8.0000,12,69,0.05000,5.7357
4692,0,5.6000,5,59,0.05000,5.7501
4693,0,-1.0000,1,1,0.05000,5.7075
4694,0,-0.7000,2,2,0.05000,5.6396
4695,1,9.8000,10,70,0.05000,5.6491
4696,0,5.8000,4,63,0.05000,5.6615
4697,0,4.2000,2,51,0.05000,5.6615
4698,0,5.6000,4,61,0.05000,5.6728
4699,0,7.8000,13,65,0.05000,5.7233
4700,0,6.4000,5,67,0.05000,5.7395
4701,0,-1.0000,1,1,0.05000,5.6941
4702,0,7.7000,14,62,0.05000,5.7352
4703,0,7.5000,11,66,0.05000,5.7738
4704,0,5.8000,8,55,0.05000,5.7929
4705,0,8.3000,15,66,0.05000,5.8548
4706,0,5.8000,3,65,0.05000,5.8625
4707,0,6.3000,6,64,0.05000,5.8812
4708,0,6.0000,7,59,0.05000,5.8912
4709,0,6.9000,8,66,0.05000,5.9195
4710,0,-1.0000,1,1,0.05000,5.8662
4711,0,6.8000,10,61,0.05000,5.8851
4712,0,7.0000,9,65,0.05000,5.9173
4713,0,0.0000,2,9,0.05000,5.8498
4714,0,6.0000,4,65,0.05000,5.8600
4715,0,5.2000,4,57,0.05000,5.8605
4716,0,7.3000,9,68,0.05000,5.8798
4717,0,7.4000,12,63,0.05000,5.9308
4718,0,5.6000,9,51,0.05000,5.9346
4719,0,9.4000,20,67,0.05000,5.9952
4720,0,5.9000,6,60,0.05000,6.0067
4721,0,-1.0000,1,1,0.05000,5.9515
4722,0,-1.0000,1,1,0.05000,5.8996
4723,0,2.1000,2,30,0.05000,5.8640
4724,0,6.0000,5,63,0.05000,5.8756
4725,0,3.8000,6,39,0.05000,5.8547
4726,0,6.9000,9,64,0.05000,5.8924
4727,0,4.4000,3,51,0.05000,5.8872
4728,0,7.4000,11,65,0.05000,5.9329
4729,0,5.8000,4,63,0.05000,5.9440
4730,0,0.1000,3,8,0.05000,5.8543
4731,0,-1.0000,1,1,0.05000,5.8194
4732,0,8.5000,14,70,0.05000,5.8665
4733,0,-0.7000,2,2,0.05000,5.7934
4734,0,5.4000,5,57,0.05000,5.8035
4735,0,7.1000,8,68,0.05000,5.8369
4736,0,7.1000,11,62,0.05000,5.8593
4737,0,7.4000,13,61,0.05000,5.8896
4738,0,1.8000,3,25,0.05000,5.8415
4739,0,4.2000,2,51,0.05000,5.8386
4740,0,5.2000,9,47,0.05000,5.8540
4741,0,6.7000,8,64,0.05000,5.8769
4742,0,6.9000,9,64,0.05000,5.9119
4743,0,5.4000,5,57,0.05000,5.9188
4744,0,6.4000,6,65,0.05000,5.9491
4745,0,7.3000,12,62,0.05000,5.9905
4746,0,6.6000,10,59,0.05000,6.0189
4747,0,6.9000,8,66,0.05000,6.0541
4748,0,-0.7000,2,2,0.05000,5.9677
4749,0,8.1000,14,66,0.05000,6.0005
4750,0,4.5000,3,52,0.05000,5.9929
4751,0,7.8000,13,65,0.05000,6.0375
4752,0,8.3000,13,70,0.05000,6.0807
4753,0,8.2000,17,61,0.05000,6.1359
4754,0,7.4000,13,61,0.05000,6.1830
4755,0,5.5000,3,62,0.05000,6.1809
4756,0,6.2000,6,63,0.05000,6.1942
4757,0,5.3000,7,52,0.05000,6.1819
4758,0,6.2000,9,57,0.05000,6.1948
4759,0,-1.0000,1,1,0.05000,6.1392
4760,0,7.0000,10,63,0.05000,6.1614
4761,0,5.5000,8,52,0.05000,6.1619
4762,0,5.6000,4,61,0.05000,6.1672
4763,0,-1.0000,1,1,0.05000,6.1163
4764,0,-0.1000,4,4,0.05000,5.9954
4765,0,3.0000,2,39,0.05000,5.9802
4766,0,4.1000,7,40,0.05000,5.9762
4767,0,4.8000,4,53,0.05000,5.9796
4768,0,5.2000,3,59,0.05000,5.9918
4769,0,-1.0000,1,1,0.05000,5.9617
4770,0,6.8000,7,67,0.05000,5.9781
4771,0,9.8000,22,67,0.05000,6.0320
4772,0,4.2000,5,45,0.05000,6.0236
4773,0,2.4000,2,33,0.05000,5.9995
4774,0,7.2000,13,59,0.05000,6.0375
4775,0,6.2000,7,61,0.05000,6.0564
4776,0,-1.0000,1,1,0.05000,6.0130
4777,0,-1.0000,1,1,0.05000,5.9723
4778,0,4.9000,5,52,0.05000,5.9782
4779,0,6.3000,5,66,0.05000,5.9934
4780,0,6.3000,6,64,0.05000,6.0088
4781,0,5.9000,5,62,0.05000,6.0214
4782,0,8.0000,13,67,0.05000,6.0543
4783,0,5.8000,5,61,0.05000,6.0657
4784,0,1.7000,2,26,0.05000,6.0302
4785,0,0.5000,6,6,0.05000,5.9207
4786,0,5.9000,6,60,0.05000,5.9375
4787,0,3.8000,4,43,0.05000,5.9306
4788,0,5.4000,10,47,0.05000,5.9500
4789,0,-1.0000,1,1,0.05000,5.9167
4790,0,-1.0000,1,1,0.05000,5.8855
4791,0,2.2000,3,29,0.05000,5.8652
4792,0,6.7000,7,66,0.05000,5.8801
4793,0,1.8000,3,25,0.05000,5.8554
4794,0,8.1000,12,70,0.05000,5.8966
4795,0,3.5000,6,36,0.05000,5.8884
4796,0,2.6000,4,31,0.05000,5.8697
4797,0,8.7000,16,68,0.05000,5.8997
4798,0,4.9000,4,54,0.05000,5.9136
4799,0,-1.0000,1,1,0.05000,5.8803
4800,0,3.0000,6,31,0.05000,5.8613
4801,0,3.5000,7,34,0.05000,5.8546
4802,0,3.9000,4,44,0.05000,5.8568
4803,0,3.4000,3,41,0.05000,5.8536
4804,0,5.8000,4,63,0.05000,5.8676
4805,0,0.8000,2,17,0.05000,5.8402
4806,0,5.2000,4,57,0.05000,5.8523
4807,0,3.1000,7,30,0.05000,5.8420
4808,0,4.8000,4,53,0.05000,5.8534
4809,0,-1.0000,1,1,0.05000,5.8275
4810,0,5.1000,6,52,0.05000,5.8469
4811,0,5.7000,4,62,0.05000,5.8666
4812,0,0.1000,3,8,0.05000,5.8180
4813,0,-1.0000,1,1,0.05000,5.7948
4814,0,0.3000,3,10,0.05000,5.7597
4815,0,0.0000,2,9,0.05000,5.7343
4816,0,2.5000,5,28,0.05000,5.7270
4817,0,-1.0000,1,1,0.05000,5.7097
4818,0,-0.7000,2,2,0.05000,5.6825
4819,0,9.8000,22,67,0.05000,5.7284
4820,0,-1.0000,1,1,0.05000,5.7082
4821,0,-1.0000,1,1,0.05000,5.6895
4822,0,8.4000,13,71,0.05000,5.7015
4823,0,4.6000,3,53,0.05000,5.7115
4824,0,-0.7000,2,2,0.05000,5.6742
4825,0,-0.7000,2,2,0.05000,5.6406
4826,0,3.3000,7,32,0.05000,5.6447
4827,0,3.5000,4,40,0.05000,5.6491
4828,0,8.8000,15,71,0.05000,5.6971
4829,0,3.2000,9,27,0.05000,5.6853
4830,0,-1.0000,1,1,0.05000,5.6637
4831,0,1.7000,8,14,0.05000,5.6304
4832,0,0.1000,2,10,0.05000,5.6068
4833,0,-0.4000,2,5,0.05000,5.5804
4834,0,6.0000,5,63,0.05000,5.5884
4835,0,-1.0000,1,1,0.05000,5.5715
4836,0,2.8000,8,25,0.05000,5.5656
4837,0,3.4000,4,39,0.05000,5.5704
4838,0,2.2000,6,23,0.05000,5.5594
4839,0,4.5000,6,46,0.05000,5.5697
4840,0,5.5000,4,60,0.05000,5.5818
4841,0,-0.7000,2,2,0.05000,5.5549
4842,0,5.8000,11,49,0.05000,5.5827
4843,0,3.9000,11,30,0.05000,5.5881
4844,0,2.3000,2,32,0.05000,5.5858
4845,0,0.2000,5,5,0.05000,5.5460
4846,0,0.1000,2,10,0.05000,5.5291
4847,0,-0.2000,2,7,0.05000,5.5115
4848,0,-0.4000,3,3,0.05000,5.4857
4849,0,3.7000,5,40,0.05000,5.4948
4850,0,-0.7000,2,2,0.05000,5.4765
4851,0,4.0000,7,39,0.05000,5.4972
4852,0,3.2000,3,39,0.05000,5.5028
4853,0,-1.0000,1,1,0.05000,5.4919
4854,0,-0.7000,2,2,0.05000,5.4746
4855,0,1.5000,3,22,0.05000,5.4714
4856,0,6.4000,7,63,0.05000,5.4889
4857,0,5.4000,10,47,0.05000,5.5022
4858,0,-0.7000,2,2,0.05000,5.4809
4859,0,-0.2000,2,7,0.05000,5.4652
4860,0,4.7000,3,54,0.05000,5.4745
4861,0,1.9000,7,18,0.05000,5.4664
4862,0,8.1000,13,68,0.05000,5.4506
4863,0,5.3000,2,62,0.05000,5.4626
4864,0,3.1000,4,36,0.05000,5.4662
4865,0,-1.0000,1,1,0.05000,5.4523
4866,0,2.4000,2,33,0.05000,5.4544
4867,0,7.2000,10,65,0.05000,5.4539
4868,0,0.7000,3,14,0.05000,5.4358
4869,0,8.5000,14,70,0.05000,5.4976
4870,0,5.9000,5,62,0.05000,5.5226
4871,0,5.6000,5,59,0.05000,5.5425
4872,0,0.8000,6,9,0.05000,5.4918
4873,0,-1.0000,1,1,0.05000,5.4716
4874,0,-0.4000,3,3,0.05000,5.4323
4875,0,-1.0000,1,1,0.05000,5.4163
4876,0,-0.4000,3,3,0.05000,5.3892
4877,0,1.9000,2,28,0.05000,5.3870
4878,0,-0.7000,2,2,0.05000,5.3656
4879,0,4.9000,5,52,0.05000,5.3758
4880,0,2.0000,2,29,0.05000,5.3748
4881,0,-0.4000,3,3,0.05000,5.3491
4882,0,0.7000,2,16,0.05000,5.3413
4883,0,6.8000,7,67,0.05000,5.3387
4884,0,1.7000,2,26,0.05000,5.3363
4885,0,-0.7000,2,2,0.05000,5.3172
4886,0,-0.7000,2,2,0.05000,5.3000
4887,0,-0.7000,2,2,0.05000,5.2845
4888,0,-1.0000,1,1,0.05000,5.2808
4889,0,-0.4000,3,3,0.05000,5.2679
4890,0,-1.0000,1,1,0.05000,5.2613
4891,0,8.7000,16,68,0.05000,5.2372
4892,0,1.8000,6,19,0.05000,5.2311
4893,0,6.9000,9,64,0.05000,5.2371
4894,0,-0.7000,2,2,0.05000,5.2177
4895,0,-0.7000,2,2,0.05000,5.2002
4896,0,-0.7000,2,2,0.05000,5.1844
4897,0,-0.4000,3,3,0.05000,5.1660
4898,0,-0.7000,2,2,0.05000,5.1536
4899,0,5.2000,9,47,0.05000,5.1755
4900,0,6.6000,15,49,0.05000,5.2141
4901,0,1.4000,4,19,0.05000,5.2063
4902,0,3.3000,3,40,0.05000,5.2127
4903,0,5.9000,10,52,0.05000,5.2260
4904,0,-0.4000,3,3,0.05000,5.1989
4905,0,-0.4000,3,3,0.05000,5.1750
4906,0,6.0000,7,59,0.05000,5.1932
4907,0,-1.0000,1,1,0.05000,5.1818
4908,0,0.8000,2,17,0.05000,5.1743
4909,0,-0.7000,2,2,0.05000,5.1569
4910,0,5.0000,9,45,0.05000,5.1638
4911,0,-0.7000,2,2,0.05000,5.1463
4912,0,4.5000,2,54,0.05000,5.1562
4913,0,2.3000,2,32,0.05000,5.1580
4914,0,-0.4000,3,3,0.05000,5.1410
4915,0,-1.0000,1,1,0.05000,5.1325
4916,0,5.0000,6,51,0.05000,5.1559
4917,0,3.7000,2,46,0.05000,5.1634
4918,0,-1.0000,1,1,0.05000,5.1536
4919,0,2.3000,8,20,0.05000,5.1502
4920,0,-1.0000,1,1,0.05000,5.1414
4921,0,2.6000,2,35,0.05000,5.1448
4922,0,2.6000,5,29,0.05000,5.1473
4923,0,2.3000,3,30,0.05000,5.1496
4924,0,8.6000,14,71,0.05000,5.1914
4925,0,9.0000,18,67,0.05000,5.2565
4926,0,-0.7000,2,2,0.05000,5.2242
4927,0,-0.4000,3,3,0.05000,5.1865
4928,0,-1.0000,1,1,0.05000,5.1715
4929,0,-0.4000,2,5,0.05000,5.1497
4930,0,-0.4000,2,5,0.05000,5.1299
4931,0,-0.4000,3,3,0.05000,5.1038
4932,0,6.8000,12,57,0.05000,5.1094
4933,0,5.5000,4,60,0.05000,5.1203
4934,0,-1.0000,1,1,0.05000,5.1067
4935,0,5.2000,6,53,0.05000,5.1180
4936,0,5.1000,5,54,0.05000,5.1325
4937,0,7.5000,9,70,0.05000,5.1386
4938,0,5.6000,6,57,0.05000,5.1531
4939,0,5.8000,4,63,0.05000,5.1687
4940,0,-0.4000,3,3,0.05000,5.1268
4941,0,2.5000,6,26,0.05000,5.1189
4942,0,5.6000,10,49,0.05000,5.1560
4943,0,5.6000,8,53,0.05000,5.1706
4944,0,4.8000,5,51,0.05000,5.1888
4945,0,4.8000,6,49,0.05000,5.2077
4946,0,4.9000,11,40,0.05000,5.2242
4947,0,4.7000,6,48,0.05000,5.2380
4948,0,6.7000,7,66,0.05000,5.2598
4949,0,5.9000,7,58,0.05000,5.2814
4950,0,7.2000,9,67,0.05000,5.3072
4951,0,5.3000,3,60,0.05000,5.3255
4952,0,6.4000,4,69,0.05000,5.3442
4953,0,2.7000,4,32,0.05000,5.3200
4954,0,-1.0000,1,1,0.05000,5.2885
4955,0,-0.1000,4,4,0.05000,5.2170
4956,0,6.5000,5,68,0.05000,5.2334
4957,0,-0.2000,2,7,0.05000,5.1960
4958,0,4.7000,4,52,0.05000,5.2082
4959,0,6.4000,5,67,0.05000,5.2405
4960,0,2.5000,6,26,0.05000,5.2228
4961,0,4.2000,4,47,0.05000,5.2302
4962,0,8.0000,15,63,0.05000,5.2741
4963,0,4.5000,8,42,0.05000,5.2895
4964,0,6.5000,5,68,0.05000,5.3112
4965,0,-1.0000,1,1,0.05000,5.2799
4966,0,6.8000,12,57,0.05000,5.3389
4967,0,7.4000,10,67,0.05000,5.3749
4968,0,-1.0000,1,1,0.05000,5.3382
4969,0,2.1000,5,24,0.05000,5.2990
4970,0,4.2000,3,49,0.05000,5.3037
4971,0,7.3000,9,68,0.05000,5.3229
4972,0,4.3000,5,46,0.05000,5.3266
4973,0,0.0000,2,9,0.05000,5.2817
4974,0,6.8000,11,59,0.05000,5.3044
4975,0,7.2000,14,57,0.05000,5.3583
4976,0,7.4000,9,69,0.05000,5.4123
4977,0,8.4000,15,67,0.05000,5.4376
4978,0,5.8000,10,51,0.05000,5.4508
4979,0,6.0000,7,59,0.05000,5.4762
4980,0,0.4000,3,11,0.05000,5.3982
4981,0,4.7000,2,56,0.05000,5.4024
4982,0,5.8000,5,61,0.05000,5.4171
4983,0,5.4000,4,59,0.05000,5.4355
4984,0,7.1000,11,62,0.05000,5.4656
4985,0,6.0000,4,65,0.05000,5.4813
4986,0,6.9000,8,66,0.05000,5.5019
4987,0,7.7000,14,62,0.05000,5.5294
4988,0,1.1000,4,16,0.05000,5.4478
4989,0,6.0000,4,65,0.05000,5.4678
4990,0,0.0000,2,9,0.05000,5.4099
4991,0,2.0000,3,27,0.05000,5.3775
4992,0,-0.1000,4,4,0.05000,5.2938
4993,0,8.3000,16,64,0.05000,5.3190
4994,0,7.5000,9,70,0.05000,5.3388
4995,0,6.4000,6,65,0.05000,5.3693
4996,0,4.4000,3,51,0.05000,5.3732
4997,0,4.8000,6,49,0.05000,5.3823
4998,0,-0.4000,3,3,0.05000,5.3053
4999,0,5.7000,8,54,0.05000,5.3318
5000,0,6.8000,10,61,0.05000,5.3750
5001,0,2.7000,3,34,0.05000,5.3533
5002,0,6.2000,6,63,0.05000,5.3837
5003,0,6.6000,7,65,0.05000,5.4141
5004,0,7.9000,13,66,0.05000,5.4668
5005,0,6.4000,6,65,0.05000,5.5052
5006,0,8.2000,15,65,0.05000,5.5644
5007,0,-1.0000,1,1,0.05000,5.5157
5008,0,7.0000,7,69,0.05000,5.5626
5009,0,7.5000,13,62,0.05000,5.5967
5010,0,6.6000,4,71,0.05000,5.6128
5011,0,6.3000,7,62,0.05000,5.6358
5012,0,8.3000,15,66,0.05000,5.6771
5013,0,7.8000,10,71,0.05000,5.7133
5014,0,-1.0000,1,1,0.05000,5.6554
5015,0,4.3000,2,52,0.05000,5.6445
5016,0,4.3000,3,50,0.05000,5.6292
5017,0,7.9000,11,70,0.05000,5.6509
5018,0,8.0000,11,71,0.05000,5.6918
5019,0,6.5000,7,64,0.05000,5.7130
5020,0,6.6000,6,67,0.05000,5.7283
5021,0,9.9000,21,70,0.05000,5.7988
5022,0,7.0000,7,69,0.05000,5.8307
5023,0,0.4000,2,13,0.05000,5.7430
5024,0,1.3000,3,20,0.05000,5.6589
5025,0,7.6000,13,63,0.05000,5.7199
5026,0,5.5000,5,58,0.05000,5.7236
5027,0,6.7000,8,64,0.05000,5.7371
5028,0,-1.0000,1,1,0.05000,5.6814
5029,0,3.1000,3,38,0.05000,5.6444
5030,0,4.8000,3,55,0.05000,5.6430
5031,0,7.4000,16,55,0.05000,5.6927
5032,0,7.3000,10,66,0.05000,5.7376
5033,0,7.2000,9,67,0.05000,5.7800
5034,0,8.9000,18,66,0.05000,5.8686
5035,0,7.1000,9,66,0.05000,5.8841
5036,0,8.0000,15,63,0.05000,5.9116
5037,0,5.5000,5,58,0.05000,5.8997
5038,0,6.8000,7,67,0.05000,5.9131
5039,0,0.6000,4,11,0.05000,5.7821
5040,0,0.6000,2,15,0.05000,5.7167
5041,0,7.4000,9,69,0.05000,5.7462
5042,0,6.3000,8,60,0.05000,5.7715
5043,0,8.5000,16,66,0.05000,5.8467
5044,0,7.1000,7,70,0.05000,5.8869
5045,0,6.6000,9,61,0.05000,5.8981
5046,0,2.8000,3,35,0.05000,5.8459
5047,0,5.2000,6,53,0.05000,5.8391
