episode,win,reward,steps,trial_count,epsilon,w_norm
11152,0,6.6000,8,63,0.05000,6.2674
11153,0,0.6000,3,13,0.05000,6.1860
11154,0,2.4000,3,31,0.05000,6.1542
11155,0,1.0000,2,19,0.05000,6.1125
11156,0,-1.0000,1,1,0.05000,6.0751
11157,0,-1.0000,1,1,0.05000,6.0401
11158,0,8.1000,14,66,0.05000,6.0850
11159,0,6.2000,7,61,0.05000,6.1127
11160,0,6.1000,4,66,0.05000,6.1257
11161,0,4.8000,3,55,0.05000,6.1289
11162,0,6.1000,7,60,0.05000,6.1460
11163,0,-1.0000,1,1,0.05000,6.1061
11164,0,6.5000,7,64,0.05000,6.1198
11165,0,5.9000,4,64,0.05000,6.1402
11166,0,7.2000,9,67,0.05000,6.1808
11167,0,5.6000,9,51,0.05000,6.1979
11168,0,-1.0000,1,1,0.05000,6.1563
11169,0,6.1000,4,66,0.05000,6.1772
11170,0,4.7000,2,56,0.05000,6.1794
11171,0,6.7000,5,70,0.05000,6.1941
11172,0,4.5000,4,50,0.05000,6.1935
11173,0,6.4000,8,61,0.05000,6.2196
11174,0,3.8000,5,41,0.05000,6.2054
11175,0,-1.0000,1,1,0.05000,6.1665
11176,0,2.6000,3,33,0.05000,6.1414
11177,0,7.7000,10,70,0.05000,6.1676
11178,0,6.2000,6,63,0.05000,6.1822
11179,0,5.4000,7,53,0.05000,6.1910
11180,0,6.3000,4,68,0.05000,6.2090
11181,0,6.0000,5,63,0.05000,6.2259
11182,0,-1.0000,1,1,0.05000,6.1861
11183,0,6.8000,9,63,0.05000,6.2184
11184,0,5.4000,2,63,0.05000,6.2260
11185,0,5.8000,6,59,0.05000,6.2381
11186,0,-0.2000,2,7,0.05000,6.1785
11187,0,6.4000,9,59,0.05000,6.2110
11188,0,5.4000,5,57,0.05000,6.2202
11189,0,-1.0000,1,1,0.05000,6.1827
11190,0,3.1000,9,26,0.05000,6.1502
11191,0,4.2000,2,51,0.05000,6.1525
11192,0,5.7000,4,62,0.05000,6.1653
11193,0,6.8000,6,69,0.05000,6.1883
11194,0,6.6000,10,59,0.05000,6.2307
11195,0,-1.0000,1,1,0.05000,6.1940
11196,0,-0.7000,2,2,0.05000,6.1358
11197,0,0.1000,3,8,0.05000,6.0790
11198,0,3.2000,3,39,0.05000,6.0767
11199,0,3.3000,6,34,0.05000,6.0721
11200,0,5.5000,4,60,0.05000,6.0918
11201,0,6.1000,7,60,0.05000,6.1082
11202,0,6.3000,9,58,0.05000,6.1344
11203,0,7.5000,10,68,0.05000,6.1722
11204,0,6.3000,6,64,0.05000,6.1863
11205,0,7.0000,6,71,0.05000,6.1984
11206,0,8.5000,17,64,0.05000,6.2413
11207,0,-1.0000,1,1,0.05000,6.2001
11208,0,-1.0000,1,1,0.05000,6.1614
11209,0,4.5000,5,48,0.05000,6.1633
11210,0,4.6000,3,53,0.05000,6.1678
11211,0,-1.0000,1,1,0.05000,6.1324
11212,0,5.5000,2,64,0.05000,6.1429
11213,0,6.7000,7,66,0.05000,6.1568
11214,0,-0.2000,2,7,0.05000,6.1053
11215,0,5.6000,4,61,0.05000,6.1168
11216,0,6.4000,4,69,0.05000,6.1332
11217,0,6.1000,6,62,0.05000,6.1632
11218,0,-0.2000,2,7,0.05000,6.1117
11219,0,-1.0000,1,1,0.05000,6.0802
11220,0,6.4000,10,57,0.05000,6.1116
11221,0,-1.0000,1,1,0.05000,6.0798
11222,0,-1.0000,1,1,0.05000,6.0500
11223,0,5.9000,5,62,0.05000,6.0648
11224,0,1.0000,2,19,0.05000,6.0383
11225,0,-1.0000,1,1,0.05000,6.0115
11226,0,-1.0000,1,1,0.05000,5.9865
11227,1,9.0000,6,70,0.05000,6.0131
11228,0,5.8000,4,63,0.05000,6.0261
11229,0,7.1000,9,66,0.05000,6.0630
11230,0,6.0000,4,65,0.05000,6.0864
11231,0,3.0000,3,37,0.05000,6.0742
11232,0,7.4000,8,71,0.05000,6.0932
11233,0,5.3000,5,56,0.05000,6.1084
11234,0,3.3000,7,32,0.05000,6.0894
11235,0,7.8000,13,65,0.05000,6.1145
11236,0,7.2000,11,63,0.05000,6.1484
11237,0,6.0000,9,55,0.05000,6.1771
11238,0,5.1000,5,54,0.05000,6.1819
11239,0,6.2000,5,65,0.05000,6.1983
11240,0,6.2000,9,57,0.05000,6.2130
11241,0,6.1000,5,64,0.05000,6.2299
11242,0,6.1000,4,66,0.05000,6.2418
11243,0,6.4000,11,55,0.05000,6.2673
11244,0,6.6000,7,65,0.05000,6.2822
11245,0,6.6000,7,65,0.05000,6.2977
11246,0,7.1000,8,68,0.05000,6.3162
11247,0,3.4000,3,41,0.05000,6.2947
11248,0,6.4000,6,65,0.05000,6.3117
11249,0,1.6000,2,25,0.05000,6.2731
11250,0,-0.7000,2,2,0.05000,6.2016
11251,0,-0.4000,3,3,0.05000,6.1203
11252,0,6.1000,6,62,0.05000,6.1377
11253,0,-1.0000,1,1,0.05000,6.1042
11254,0,5.1000,4,56,0.05000,6.1138
11255,0,8.0000,14,65,0.05000,6.1445
11256,0,5.5000,7,54,0.05000,6.1625
11257,0,2.1000,3,28,0.05000,6.1337
11258,0,6.6000,6,67,0.05000,6.1526
11259,0,6.6000,5,69,0.05000,6.1659
11260,0,5.3000,7,52,0.05000,6.1792
11261,0,0.1000,3,8,0.05000,6.1165
11262,0,7.2000,9,67,0.05000,6.1291
11263,0,7.2000,13,59,0.05000,6.1590
11264,0,5.1000,5,54,0.05000,6.1660
11265,0,7.0000,8,67,0.05000,6.1943
11266,0,3.1000,4,36,0.05000,6.1679
11267,0,3.6000,9,31,0.05000,6.1494
11268,0,5.1000,4,56,0.05000,6.1599
11269,0,6.1000,5,64,0.05000,6.1767
11270,0,7.2000,14,57,0.05000,6.2066
11271,0,6.7000,7,66,0.05000,6.2231
11272,0,6.8000,10,61,0.05000,6.2472
11273,0,-1.0000,1,1,0.05000,6.2059
11274,0,5.8000,12,47,0.05000,6.2248
11275,0,4.4000,6,45,0.05000,6.2197
11276,0,7.9000,14,64,0.05000,6.2372
11277,0,7.4000,12,63,0.05000,6.2726
11278,0,5.9000,5,62,0.05000,6.2861
11279,0,6.4000,6,65,0.05000,6.3013
11280,0,6.5000,7,64,0.05000,6.3272
11281,0,5.6000,4,61,0.05000,6.3350
11282,0,9.8000,20,71,0.05000,6.3506
11283,0,3.6000,3,43,0.05000,6.3271
11284,0,7.5000,9,70,0.05000,6.3602
11285,0,-0.7000,2,2,0.05000,6.2731
11286,0,7.2000,9,67,0.05000,6.3195
11287,0,6.0000,4,65,0.05000,6.3292
11288,0,5.4000,6,55,0.05000,6.3342
11289,0,4.4000,3,51,0.05000,6.3266
11290,0,2.0000,4,25,0.05000,6.2657
11291,1,10.2000,12,70,0.05000,6.2700
11292,0,4.6000,5,49,0.05000,6.2611
11293,0,5.7000,7,56,0.05000,6.2732
11294,0,5.8000,8,55,0.05000,6.2961
11295,0,6.6000,8,63,0.05000,6.3146
11296,0,6.6000,8,63,0.05000,6.3421
11297,0,3.2000,3,39,0.05000,6.3125
11298,0,6.5000,9,60,0.05000,6.3408
11299,0,7.3000,12,62,0.05000,6.3836
11300,0,6.7000,6,68,0.05000,6.4022
11301,0,8.2000,12,71,0.05000,6.4268
11302,0,7.6000,11,67,0.05000,6.4460
11303,0,3.7000,5,40,0.05000,6.4052
11304,0,0.1000,3,8,0.05000,6.3069
11305,0,0.3000,2,12,0.05000,6.2485
11306,0,5.5000,3,62,0.05000,6.2584
11307,0,0.4000,2,13,0.05000,6.2094
11308,0,5.8000,6,59,0.05000,6.2233
11309,0,4.4000,2,53,0.05000,6.2237
11310,0,5.0000,3,57,0.05000,6.2280
11311,0,4.7000,2,56,0.05000,6.2312
11312,0,5.2000,3,59,0.05000,6.2419
11313,0,-0.7000,2,2,0.05000,6.1787
11314,0,6.6000,8,63,0.05000,6.2081
11315,0,6.2000,9,57,0.05000,6.2245
11316,0,5.0000,2,59,0.05000,6.2303
11317,0,5.7000,12,46,0.05000,6.2487
11318,0,3.9000,5,42,0.05000,6.2410
11319,0,4.3000,2,52,0.05000,6.2420
11320,0,-0.4000,3,3,0.05000,6.1744
11321,0,5.8000,5,61,0.05000,6.1914
11322,0,0.1000,3,8,0.05000,6.1333
11323,0,5.7000,2,66,0.05000,6.1448
11324,0,7.2000,8,69,0.05000,6.1710
11325,0,5.0000,3,57,0.05000,6.1794
11326,0,5.4000,5,57,0.05000,6.1913
11327,0,1.6000,6,17,0.05000,6.1376
11328,0,6.1000,10,54,0.05000,6.1525
11329,0,5.8000,7,57,0.05000,6.1652
11330,0,2.2000,2,31,0.05000,6.1508
11331,0,7.5000,14,60,0.05000,6.1881
11332,0,6.1000,7,60,0.05000,6.2179
11333,0,8.2000,12,71,0.05000,6.2724
11334,0,4.9000,3,56,0.05000,6.2765
11335,0,5.6000,4,61,0.05000,6.2917
11336,0,7.7000,13,64,0.05000,6.3383
11337,0,-1.0000,1,1,0.05000,6.2954
11338,0,7.7000,11,68,0.05000,6.3200
11339,0,2.7000,3,34,0.05000,6.2885
11340,0,-1.0000,1,1,0.05000,6.2483
11341,0,7.7000,10,70,0.05000,6.2927
11342,0,6.1000,7,60,0.05000,6.3138
11343,0,-1.0000,1,1,0.05000,6.2715
11344,0,6.6000,8,63,0.05000,6.2908
11345,0,-1.0000,1,1,0.05000,6.2497
11346,0,8.0000,14,65,0.05000,6.2952
11347,0,3.9000,2,48,0.05000,6.2877
11348,0,7.3000,10,66,0.05000,6.3044
11349,0,4.8000,5,51,0.05000,6.3030
11350,0,5.3000,9,48,0.05000,6.3124
11351,0,3.0000,4,35,0.05000,6.2813
11352,0,7.6000,11,67,0.05000,6.3114
11353,0,0.3000,3,10,0.05000,6.2385
11354,0,6.1000,4,66,0.05000,6.2618
11355,0,3.8000,5,41,0.05000,6.2503
11356,0,-1.0000,1,1,0.05000,6.2145
11357,0,3.5000,5,38,0.05000,6.2050
11358,0,-1.0000,1,1,0.05000,6.1736
11359,0,6.8000,9,63,0.05000,6.2002
11360,0,-1.0000,1,1,0.05000,6.1682
11361,0,-1.0000,1,1,0.05000,6.1382
11362,0,7.5000,11,66,0.05000,6.1847
11363,0,-1.0000,1,1,0.05000,6.1524
11364,0,6.6000,7,65,0.05000,6.1656
11365,0,4.2000,4,47,0.05000,6.1697
11366,0,3.7000,4,42,0.05000,6.1665
11367,0,-1.0000,1,1,0.05000,6.1364
11368,0,3.2000,2,41,0.05000,6.1328
11369,0,3.6000,4,41,0.05000,6.1305
11370,0,1.8000,3,25,0.05000,6.1091
11371,0,6.4000,6,65,0.05000,6.1234
11372,0,0.1000,3,8,0.05000,6.0757
11373,0,2.1000,2,30,0.05000,6.0669
11374,0,2.7000,3,34,0.05000,6.0612
11375,0,-0.7000,2,2,0.05000,6.0255
11376,0,7.5000,9,70,0.05000,6.0409
11377,0,-1.0000,1,1,0.05000,6.0248
11378,0,4.1000,5,44,0.05000,6.0352
11379,0,0.1000,2,10,0.05000,6.0085
11380,0,2.3000,2,32,0.05000,6.0038
11381,0,1.4000,2,23,0.05000,5.9925
11382,0,-1.0000,1,1,0.05000,5.9741
11383,0,4.3000,4,48,0.05000,5.9827
11384,0,0.9000,3,16,0.05000,5.9624
11385,0,5.1000,3,58,0.05000,5.9758
11386,0,0.1000,3,8,0.05000,5.9461
11387,0,-0.7000,2,2,0.05000,5.9205
11388,0,2.3000,4,28,0.05000,5.9180
11389,0,8.2000,13,69,0.05000,5.9400
11390,0,-0.2000,2,7,0.05000,5.9158
11391,0,5.6000,3,63,0.05000,5.9268
11392,0,4.2000,2,51,0.05000,5.9346
11393,0,1.0000,6,11,0.05000,5.9031
11394,0,-1.0000,1,1,0.05000,5.8881
11395,0,0.5000,6,6,0.05000,5.8541
11396,0,-0.4000,3,3,0.05000,5.8279
11397,0,-1.0000,1,1,0.05000,5.8172
11398,0,-0.7000,2,2,0.05000,5.8005
11399,0,-0.7000,2,2,0.05000,5.7871
11400,0,3.0000,6,31,0.05000,5.7916
11401,0,4.9000,2,58,0.05000,5.7998
11402,0,0.7000,3,14,0.05000,5.7909
11403,0,-0.4000,3,3,0.05000,5.7731
11404,0,1.4000,2,23,0.05000,5.7721
11405,0,-0.7000,2,2,0.05000,5.7606
11406,0,5.8000,2,67,0.05000,5.7670
11407,0,1.6000,6,17,0.05000,5.7637
11408,0,4.1000,2,50,0.05000,5.7692
11409,0,4.0000,2,49,0.05000,5.7760
11410,0,4.4000,3,51,0.05000,5.7899
11411,0,3.4000,4,39,0.05000,5.8010
11412,0,0.4000,2,13,0.05000,5.7926
11413,0,4.0000,2,49,0.05000,5.7996
11414,0,-1.0000,1,1,0.05000,5.7899
11415,0,4.4000,4,49,0.05000,5.7972
11416,0,-0.1000,4,4,0.05000,5.7804
11417,0,-1.0000,1,1,0.05000,5.7724
11418,0,0.6000,2,15,0.05000,5.7677
11419,0,3.8000,2,47,0.05000,5.7738
11420,0,-1.0000,1,1,0.05000,5.7663
11421,0,-0.7000,2,2,0.05000,5.7551
11422,0,7.0000,7,69,0.05000,5.7350
11423,0,0.9000,2,18,0.05000,5.7311
11424,0,-0.2000,2,7,0.05000,5.7215
11425,0,-0.4000,3,3,0.05000,5.7075
11426,0,-0.7000,2,2,0.05000,5.6978
11427,0,-1.0000,1,1,0.05000,5.6925
11428,0,-1.0000,1,1,0.05000,5.6877
11429,0,6.2000,6,63,0.05000,5.6746
11430,0,1.1000,2,20,0.05000,5.6735
11431,0,-0.4000,3,3,0.05000,5.6620
11432,0,3.2000,4,37,0.05000,5.6666
11433,0,-1.0000,1,1,0.05000,5.6615
11434,0,3.0000,2,39,0.05000,5.6658
11435,0,-1.0000,1,1,0.05000,5.6608
11436,0,3.0000,3,37,0.05000,5.6652
11437,0,6.3000,5,66,0.05000,5.6550
11438,0,5.3000,3,60,0.05000,5.6598
11439,0,0.1000,3,8,0.05000,5.6495
11440,0,1.6000,3,23,0.05000,5.6498
11441,0,5.7000,6,58,0.05000,5.6442
11442,0,-1.0000,1,1,0.05000,5.6367
11443,0,1.6000,2,25,0.05000,5.6369
11444,0,4.5000,2,54,0.05000,5.6441
11445,0,1.2000,2,21,0.05000,5.6425
11446,0,5.2000,2,61,0.05000,5.6502
11447,0,-1.0000,1,1,0.05000,5.6420
11448,0,1.8000,4,23,0.05000,5.6421
11449,0,4.7000,7,46,0.05000,5.6568
11450,0,5.8000,6,59,0.05000,5.6616
11451,0,-1.0000,1,1,0.05000,5.6509
11452,0,-0.7000,2,2,0.05000,5.6347
11453,0,4.0000,3,47,0.05000,5.6433
11454,0,5.0000,10,43,0.05000,5.6610
11455,0,5.2000,3,59,0.05000,5.6796
11456,0,1.5000,6,16,0.05000,5.6680
11457,0,3.6000,4,41,0.05000,5.6765
11458,0,2.9000,2,38,0.05000,5.6801
11459,0,-1.0000,1,1,0.05000,5.6675
11460,0,6.4000,5,67,0.05000,5.6861
11461,0,5.7000,6,58,0.05000,5.6944
11462,0,5.4000,2,63,0.05000,5.7053
11463,0,5.3000,4,58,0.05000,5.7254
11464,0,6.3000,7,62,0.05000,5.7357
11465,0,7.6000,11,67,0.05000,5.7436
11466,0,4.5000,7,44,0.05000,5.7591
11467,0,8.5000,15,68,0.05000,5.7899
11468,0,3.6000,9,31,0.05000,5.7851
11469,0,5.8000,8,55,0.05000,5.8137
11470,0,-1.0000,1,1,0.05000,5.7841
11471,0,2.0000,6,21,0.05000,5.7529
11472,0,5.6000,4,61,0.05000,5.7660
11473,0,7.0000,8,67,0.05000,5.7860
11474,0,6.6000,10,59,0.05000,5.8107
11475,0,6.4000,7,63,0.05000,5.8321
11476,0,6.0000,4,65,0.05000,5.8456
11477,0,2.8000,3,35,0.05000,5.8279
11478,0,5.6000,5,59,0.05000,5.8427
11479,0,5.3000,2,62,0.05000,5.8514
11480,0,8.3000,14,68,0.05000,5.8623
11481,0,6.5000,6,66,0.05000,5.8820
11482,0,5.8000,3,65,0.05000,5.8930
11483,0,7.5000,12,64,0.05000,5.9125
11484,0,5.9000,8,56,0.05000,5.9270
11485,0,6.0000,5,63,0.05000,5.9456
11486,0,9.5000,19,70,0.05000,5.9837
11487,0,6.4000,6,65,0.05000,6.0002
11488,0,-1.0000,1,1,0.05000,5.9511
11489,0,1.9000,5,22,0.05000,5.8796
11490,0,9.1000,17,70,0.05000,5.9004
11491,0,7.0000,7,69,0.05000,5.9210
11492,0,6.0000,6,61,0.05000,5.9393
11493,0,7.5000,12,64,0.05000,5.9746
11494,0,6.4000,8,61,0.05000,5.9988
11495,0,6.0000,4,65,0.05000,6.0080
11496,0,6.5000,9,60,0.05000,6.0305
11497,0,6.4000,7,63,0.05000,6.0437
11498,0,-0.7000,2,2,0.05000,5.9574
11499,0,6.2000,5,65,0.05000,5.9710
11500,0,7.1000,11,62,0.05000,6.0161
11501,0,5.1000,9,46,0.05000,6.0141
11502,0,3.0000,4,35,0.05000,5.9786
11503,0,2.0000,2,29,0.05000,5.9469
11504,0,5.6000,6,57,0.05000,5.9625
11505,0,4.4000,5,47,0.05000,5.9599
11506,0,5.1000,2,60,0.05000,5.9659
11507,0,-1.0000,1,1,0.05000,5.9263
11508,0,6.1000,6,62,0.05000,5.9543
11509,0,5.5000,4,60,0.05000,5.9651
11510,0,5.2000,4,57,0.05000,5.9755
11511,0,8.6000,15,69,0.05000,6.0518
11512,0,7.3000,12,62,0.05000,6.0766
11513,0,6.7000,6,68,0.05000,6.0911
11514,0,5.7000,2,66,0.05000,6.0985
11515,0,5.2000,7,51,0.05000,6.1005
11516,0,6.2000,3,69,0.05000,6.1123
11517,0,1.8000,2,27,0.05000,6.0744
11518,0,6.8000,8,65,0.05000,6.1006
11519,0,6.2000,9,57,0.05000,6.1147
11520,0,0.1000,3,8,0.05000,6.0273
11521,0,-0.7000,2,2,0.05000,5.9661
11522,0,5.1000,4,56,0.05000,5.9734
11523,0,6.2000,10,55,0.05000,5.9983
11524,0,1.5000,2,24,0.05000,5.9672
11525,0,6.9000,9,64,0.05000,5.9908
11526,0,-1.0000,1,1,0.05000,5.9535
11527,0,6.3000,6,64,0.05000,5.9681
11528,0,3.8000,5,41,0.05000,5.9568
11529,0,7.8000,12,67,0.05000,5.9864
11530,0,6.9000,9,64,0.05000,6.0040
11531,0,7.1000,9,66,0.05000,6.0239
11532,0,-0.7000,2,2,0.05000,5.9534
11533,0,3.5000,2,44,0.05000,5.9462
11534,0,-0.7000,2,2,0.05000,5.8881
11535,0,-0.7000,2,2,0.05000,5.8340
11536,0,6.1000,6,62,0.05000,5.8567
11537,0,5.2000,4,57,0.05000,5.8733
11538,0,-1.0000,1,1,0.05000,5.8425
11539,0,-1.0000,1,1,0.05000,5.8137
11540,0,6.4000,9,59,0.05000,5.8291
11541,0,6.2000,6,63,0.05000,5.8436
11542,0,-1.0000,1,1,0.05000,5.8138
11543,0,3.9000,4,44,0.05000,5.8157
11544,0,6.5000,4,70,0.05000,5.8537
11545,0,1.5000,3,22,0.05000,5.8234
11546,0,1.9000,2,28,0.05000,5.8088
11547,0,-0.4000,3,3,0.05000,5.7545
11548,0,4.8000,6,49,0.05000,5.7747
11549,0,7.4000,9,69,0.05000,5.8006
11550,0,4.9000,2,58,0.05000,5.8100
11551,0,0.1000,2,10,0.05000,5.7754
11552,0,6.6000,8,63,0.05000,5.7966
11553,0,-1.0000,1,1,0.05000,5.7697
11554,0,6.6000,8,63,0.05000,5.7830
11555,0,4.8000,9,43,0.05000,5.7931
11556,0,5.8000,5,61,0.05000,5.8070
11557,0,-0.7000,2,2,0.05000,5.7667
11558,0,-1.0000,1,1,0.05000,5.7449
11559,0,5.3000,2,62,0.05000,5.7571
11560,0,4.3000,7,42,0.05000,5.7630
11561,0,6.5000,7,64,0.05000,5.7829
11562,0,7.7000,13,64,0.05000,5.8271
11563,0,6.9000,8,66,0.05000,5.8549
11564,0,1.1000,4,16,0.05000,5.8012
11565,0,7.0000,8,67,0.05000,5.8223
11566,0,-0.7000,2,2,0.05000,5.7687
11567,0,6.8000,9,63,0.05000,5.8036
11568,0,6.5000,9,60,0.05000,5.8389
11569,0,0.9000,2,18,0.05000,5.8042
11570,0,6.7000,12,56,0.05000,5.8206
11571,0,2.4000,2,33,0.05000,5.8049
11572,0,-1.0000,1,1,0.05000,5.7730
11573,0,5.9000,3,66,0.05000,5.7865
11574,0,-0.4000,3,3,0.05000,5.7203
11575,0,1.7000,2,26,0.05000,5.7043
11576,0,-0.7000,2,2,0.05000,5.6626
11577,0,8.0000,14,65,0.05000,5.6918
11578,0,6.2000,9,57,0.05000,5.7206
11579,0,6.4000,8,61,0.05000,5.7543
11580,0,6.2000,3,69,0.05000,5.7771
11581,0,5.3000,5,56,0.05000,5.7884
11582,0,5.3000,6,54,0.05000,5.8031
11583,0,-1.0000,1,1,0.05000,5.7692
11584,0,6.1000,11,52,0.05000,5.7858
11585,0,6.8000,6,69,0.05000,5.8137
11586,0,5.1000,4,56,0.05000,5.8217
11587,0,-0.1000,3,6,0.05000,5.7520
11588,0,7.1000,9,66,0.05000,5.7668
11589,0,0.1000,3,8,0.05000,5.7062
11590,0,5.2000,5,55,0.05000,5.7183
11591,0,0.1000,3,8,0.05000,5.6671
11592,0,6.7000,11,58,0.05000,5.7100
11593,0,-1.0000,1,1,0.05000,5.6815
11594,0,5.4000,3,61,0.05000,5.6941
11595,0,7.5000,13,62,0.05000,5.7336
11596,0,6.3000,11,54,0.05000,5.7508
11597,0,3.4000,2,43,0.05000,5.7457
11598,0,5.0000,3,57,0.05000,5.7595
11599,0,4.9000,3,56,0.05000,5.7675
11600,0,-1.0000,1,1,0.05000,5.7350
11601,0,-1.0000,1,1,0.05000,5.7046
11602,0,6.4000,9,59,0.05000,5.7224
11603,0,7.7000,11,68,0.05000,5.7713
11604,0,7.6000,11,67,0.05000,5.8415
11605,0,2.2000,4,27,0.05000,5.7959
11606,0,7.6000,11,67,0.05000,5.8318
11607,0,4.4000,3,51,0.05000,5.8319
11608,0,5.6000,11,47,0.05000,5.8450
11609,0,7.8000,13,65,0.05000,5.8751
11610,0,6.4000,11,55,0.05000,5.9177
11611,0,6.2000,6,63,0.05000,5.9419
11612,0,6.2000,5,65,0.05000,5.9611
11613,0,1.6000,5,19,0.05000,5.8846
11614,0,5.5000,3,62,0.05000,5.8995
11615,0,5.6000,6,57,0.05000,5.9167
11616,0,6.4000,8,61,0.05000,5.9408
11617,0,7.5000,9,70,0.05000,5.9889
11618,0,7.0000,8,67,0.05000,6.0160
11619,0,-0.1000,4,4,0.05000,5.8959
11620,0,7.3000,9,68,0.05000,5.9260
11621,0,6.8000,8,65,0.05000,5.9532
11622,0,-1.0000,1,1,0.05000,5.9091
11623,0,1.8000,4,23,0.05000,5.8542
11624,0,6.7000,7,66,0.05000,5.8888
11625,0,6.6000,10,59,0.05000,5.9189
11626,0,6.4000,9,59,0.05000,5.9480
11627,0,6.1000,6,62,0.05000,5.9622
11628,0,5.9000,5,62,0.05000,5.9749
11629,0,5.1000,5,54,0.05000,5.9821
11630,0,1.2000,3,19,0.05000,5.9271
11631,0,8.7000,17,66,0.05000,5.9785
11632,0,4.6000,3,53,0.05000,5.9772
11633,0,5.7000,4,62,0.05000,5.9882
11634,0,5.9000,6,60,0.05000,6.0103
11635,0,4.6000,3,53,0.05000,6.0089
11636,0,3.7000,3,44,0.05000,5.9960
11637,0,4.0000,3,47,0.05000,5.9897
11638,0,5.1000,4,56,0.05000,5.9953
11639,0,4.9000,8,46,0.05000,6.0044
11640,0,4.5000,5,48,0.05000,6.0058
11641,0,5.3000,4,58,0.05000,6.0141
11642,0,4.6000,8,43,0.05000,6.0166
11643,0,7.0000,9,65,0.05000,6.0380
11644,0,2.3000,4,28,0.05000,5.9976
11645,0,6.0000,8,57,0.05000,6.0193
11646,0,5.2000,6,53,0.05000,6.0263
11647,0,5.8000,5,61,0.05000,6.0385
11648,0,3.9000,2,48,0.05000,6.0360
11649,0,-0.7000,2,2,0.05000,5.9766
11650,0,4.4000,4,49,0.05000,5.9788
11651,0,6.3000,5,66,0.05000,5.9940
11652,0,7.3000,10,66,0.05000,6.0169
11653,0,6.3000,9,58,0.05000,6.0521
11654,0,-1.0000,1,1,0.05000,6.0151
11655,0,3.8000,3,45,0.05000,6.0095
11656,0,7.0000,12,59,0.05000,6.0424
11657,0,6.0000,3,67,0.05000,6.0629
11658,0,6.7000,9,62,0.05000,6.1105
11659,0,1.0000,2,19,0.05000,6.0687
11660,0,6.6000,9,61,0.05000,6.0981
11661,0,6.1000,5,64,0.05000,6.1152
11662,0,4.5000,2,54,0.05000,6.1153
11663,0,6.3000,11,54,0.05000,6.1382
11664,0,6.8000,7,67,0.05000,6.1536
11665,0,5.9000,4,64,0.05000,6.1653
11666,0,1.4000,3,21,0.05000,6.1094
11667,0,5.6000,5,59,0.05000,6.1249
11668,0,6.6000,9,61,0.05000,6.1406
11669,0,5.9000,7,58,0.05000,6.1530
11670,0,-0.1000,4,4,0.05000,6.0523
11671,0,-1.0000,1,1,0.05000,6.0257
11672,0,5.6000,5,59,0.05000,6.0408
11673,0,7.2000,11,63,0.05000,6.0557
11674,0,2.4000,2,33,0.05000,6.0385
11675,0,6.0000,5,63,0.05000,6.0523
11676,0,5.4000,5,57,0.05000,6.0682
11677,0,5.0000,2,59,0.05000,6.0751
11678,0,-1.0000,1,1,0.05000,6.0405
11679,0,-1.0000,1,1,0.05000,6.0082
11680,0,4.8000,3,55,0.05000,6.0176
11681,0,8.2000,14,67,0.05000,6.0583
11682,0,6.0000,4,65,0.05000,6.0721
11683,0,4.2000,10,35,0.05000,6.0662
11684,0,7.0000,12,59,0.05000,6.0833
11685,0,5.7000,4,62,0.05000,6.0945
11686,0,-1.0000,1,1,0.05000,6.0579
11687,0,5.2000,4,57,0.05000,6.0687
11688,0,3.2000,5,35,0.05000,6.0475
11689,0,5.9000,5,62,0.05000,6.0615
11690,0,3.8000,8,35,0.05000,6.0502
11691,0,5.8000,4,63,0.05000,6.0626
11692,0,4.8000,5,51,0.05000,6.0741
11693,0,3.6000,2,45,0.05000,6.0712
11694,0,6.5000,6,66,0.05000,6.1039
11695,0,6.0000,9,55,0.05000,6.1185
11696,0,4.0000,3,47,0.05000,6.1147
11697,0,7.0000,10,63,0.05000,6.1301
11698,0,3.9000,2,48,0.05000,6.1274
11699,0,5.0000,5,53,0.05000,6.1399
11700,0,-1.0000,1,1,0.05000,6.1051
11701,0,7.2000,13,59,0.05000,6.1359
11702,0,5.9000,8,56,0.05000,6.1556
11703,0,8.2000,15,65,0.05000,6.1721
11704,0,2.3000,4,28,0.05000,6.1301
11705,0,6.0000,6,61,0.05000,6.1435
11706,0,7.1000,8,68,0.05000,6.1783
11707,0,6.2000,5,65,0.05000,6.1931
11708,0,6.0000,8,57,0.05000,6.2062
11709,0,7.4000,11,65,0.05000,6.2583
11710,0,-1.0000,1,1,0.05000,6.2137
11711,0,-1.0000,1,1,0.05000,6.1718
11712,0,7.1000,13,58,0.05000,6.2115
11713,0,7.6000,12,65,0.05000,6.2305
11714,0,6.4000,7,63,0.05000,6.2561
11715,0,2.4000,4,29,0.05000,6.2031
11716,0,6.6000,9,61,0.05000,6.2202
11717,0,-1.0000,1,1,0.05000,6.1778
11718,0,5.8000,7,57,0.05000,6.1931
11719,0,3.5000,5,38,0.05000,6.1752
11720,0,7.0000,6,71,0.05000,6.2084
11721,0,0.8000,2,17,0.05000,6.1638
11722,0,-0.4000,3,3,0.05000,6.0831
11723,0,5.7000,3,64,0.05000,6.0950
11724,0,6.9000,10,62,0.05000,6.1111
11725,0,3.9000,3,46,0.05000,6.1090
11726,0,8.2000,13,69,0.05000,6.1402
11727,0,-1.0000,1,1,0.05000,6.1023
11728,0,6.4000,5,67,0.05000,6.1150
